Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
24,-0.09304545819759369,2.7970666885375977,106.51319885253906,0.08076561385461518,0.3569654768920124,-88.73418741141283,-1.5805455,1.1473647,0.76888007,2.7867486,-6.643997,16.125788,19.000198,-5.017557,55.50375,-3.9979503,-2.0542743,-7.642713,10.929967,-18.08934,-4.9260616,57.489735,-12.584007,-5.678529,1.3788406,1.3015058,0.3803991,9.213727,5.660236,-7.52162,0.0,1.8922093,-1.2750224,-7.5572762,5.6933827,-8.7269945,0.0
25,-0.09200051426887512,2.794844388961792,106.51298522949219,0.0805944534080847,0.3577552356183852,-88.7333614011989,-1.5803163,1.1480385,0.76860553,2.7867534,-6.6440053,16.12666,19.005295,-5.0174994,55.504005,-3.9980428,-2.0542843,-7.642838,10.930534,-18.094814,-4.9263124,57.489933,-12.583883,-5.678634,1.3789445,1.3023893,0.37983385,9.213289,5.659592,-7.5227222,0.0,1.8937516,-1.2753395,-7.558305,5.6922193,-8.727935,0.0
26,-0.08989162743091583,2.7909231185913086,106.5124740600586,0.08027959178846691,0.3590159606099551,-88.73113965540085,-1.5794762,1.1499401,0.76787895,2.7867637,-6.6440244,16.128542,19.016342,-5.0173745,55.504566,-3.9982448,-2.0543113,-7.6431084,10.931762,-18.106667,-4.9268565,57.49036,-12.583611,-5.678862,1.3791769,1.3028524,0.37889463,9.211641,5.660222,-7.5252194,0.0,1.8949157,-1.2762408,-7.56026,5.692628,-8.730387,0.0
27,-0.0882946327328682,2.787916421890259,106.51235961914062,0.08009177649056164,0.3598809132630075,-88.72874871094635,-1.5784194,1.1520461,0.7671259,2.7867732,-6.644042,16.130262,19.026423,-5.0172625,55.505074,-3.9984298,-2.0543401,-7.643356,10.932885,-18.11746,-4.9273496,57.490765,-12.58336,-5.679067,1.3793957,1.3032404,0.37810785,9.209879,5.660632,-7.526954,0.0,1.9000119,-1.2764468,-7.5634513,5.685862,-8.729107,0.0
28,-0.08564040809869766,2.785916328430176,106.51238250732422,0.08009148211163235,0.36050786036581417,-88.72408731237631,-1.5762442,1.1564367,0.76568323,2.7867916,-6.644076,16.133526,19.045689,-5.0170555,55.50605,-3.9987924,-2.0544035,-7.643847,10.935016,-18.138063,-4.9282975,57.491543,-12.5828705,-5.679464,1.3798343,1.3035094,0.37648243,9.20627,5.660011,-7.52741,0.0,1.9057823,-1.277341,-7.5685706,5.6777053,-8.726745,0.0
29,-0.08563177287578583,2.784661054611206,106.5124282836914,0.08011214220714696,0.3609329269567833,-88.72281665699862,-1.5756632,1.1575447,0.76537514,2.786796,-6.6440845,16.134367,19.050535,-5.017003,55.506298,-3.9988847,-2.054419,-7.6439714,10.935562,-18.143238,-4.928531,57.491734,-12.58275,-5.679564,1.3799453,1.3059301,0.3759948,9.205845,5.6562963,-7.5262403,0.0,1.9093082,-1.2769638,-7.570549,5.672151,-8.724851,0.0
30,-0.08367906510829926,2.7824342250823975,106.51266479492188,0.07986698285250728,0.36198713610348915,-88.7203389440738,-1.5745498,1.1597164,0.7649198,2.7868054,-6.644102,16.136063,19.060307,-5.0168962,55.506794,-3.9990768,-2.0544481,-7.6442313,10.936651,-18.15367,-4.9289975,57.49212,-12.582509,-5.6797733,1.3801751,1.3033876,0.37567914,9.203099,5.6609106,-7.529518,0.0,1.914746,-1.2770627,-7.573853,5.663103,-8.721962,0.0
31,-0.08073577284812927,2.779049873352051,106.51254272460938,0.07917310614312575,0.36333829794084743,-88.71790575472936,-1.5735259,1.1617514,0.76460695,2.7868147,-6.6441197,16.137787,19.070177,-5.0167875,55.507294,-3.9992766,-2.0544765,-7.6445026,10.937748,-18.164204,-4.929463,57.4925,-12.582267,-5.679991,1.3804122,1.3040893,0.37466016,9.201298,5.6605825,-7.531282,0.0,1.9190179,-1.2775539,-7.57676,5.656798,-8.720846,0.0
32,-0.07756492495536804,2.7746238708496094,106.5119857788086,0.07858265344053073,0.36480270316198654,-88.7156510244576,-1.5726207,1.163657,0.7643335,2.7868237,-6.6441364,16.139454,19.079704,-5.0166817,55.507782,-3.9994729,-2.054504,-7.64477,10.938802,-18.174362,-4.929906,57.492863,-12.582034,-5.6802077,1.3806479,1.3046441,0.37358758,9.1996355,5.6610756,-7.533942,0.0,1.9207853,-1.2786461,-7.5787997,5.656827,-8.723771,0.0
33,-0.07672957330942154,2.773313522338867,106.51158142089844,0.07831457551429744,0.3652249952651737,-88.7150575195562,-1.5723972,1.1641227,0.7642375,2.786826,-6.6441407,16.139877,19.082094,-5.016655,55.507908,-3.9995217,-2.054511,-7.6448364,10.939067,-18.176908,-4.9300146,57.49295,-12.581977,-5.680263,1.3807081,1.3054019,0.3732053,9.199419,5.6602907,-7.5343957,0.0,1.9213364,-1.2788944,-7.579299,5.657096,-8.725018,0.0
34,-0.07340570539236069,2.770322799682617,106.51091003417969,0.07733771187630924,0.3661225001107861,-88.71280920433007,-1.5716032,1.1659493,0.7636244,2.7868345,-6.6441574,16.141539,19.091576,-5.016549,55.50839,-3.9997125,-2.054544,-7.645101,10.940106,-18.186993,-4.9304404,57.493298,-12.58175,-5.6804886,1.3809578,1.3068714,0.37219852,9.198154,5.659018,-7.535763,0.0,1.9224205,-1.2797868,-7.5811067,5.6575418,-8.727236,0.0
35,-0.07050736248493195,2.769382953643799,106.51083374023438,0.0764226525507347,0.3664510400251583,-88.71154161552947,-1.5711765,1.1669728,0.7631619,2.786839,-6.644167,16.142483,19.096918,-5.01649,55.50866,-3.9998171,-2.0545645,-7.645248,10.940694,-18.192663,-4.9306755,57.49349,-12.581624,-5.6806183,1.3811026,1.3059202,0.37157848,9.197032,5.6612186,-7.537751,0.0,1.9238303,-1.2804364,-7.5822864,5.656115,-8.727451,0.0
36,-0.06784111261367798,2.76889705657959,106.51068878173828,0.07558241277073924,0.36668764666471043,-88.71034146462878,-1.5707827,1.1679657,0.76269203,2.786843,-6.6441755,16.143347,19.101805,-5.016436,55.5089,-3.9999113,-2.0545847,-7.645382,10.941229,-18.197844,-4.930886,57.493668,-12.58151,-5.6807384,1.3812387,1.3058119,0.37092325,9.19615,5.661275,-7.5382786,0.0,1.9237925,-1.2811483,-7.5830884,5.656828,-8.728222,0.0
37,-0.06536982208490372,2.7662317752838135,106.51030731201172,0.07481203437760037,0.3675730592017366,-88.7078317413975,-1.569986,1.1700523,0.7618572,2.7868514,-6.644192,16.144999,19.111214,-5.016337,55.50937,-4.0000925,-2.0546262,-7.645646,10.94225,-18.207806,-4.931285,57.494003,-12.581289,-5.6809745,1.3815075,1.3060828,0.37025955,9.194163,5.661744,-7.54021,0.0,1.9253064,-1.2816811,-7.5854087,5.6563244,-8.729757,0.0
38,-0.06267010420560837,2.7616307735443115,106.51033020019531,0.07415444404366635,0.36903875128490515,-88.70495892387825,-1.5690548,1.1725225,0.7611368,2.786861,-6.6442094,16.146751,19.12117,-5.016239,55.50986,-4.0002832,-2.0546725,-7.6459317,10.94333,-18.218336,-4.931699,57.49435,-12.581056,-5.6812277,1.3817972,1.3074677,0.3693267,9.192135,5.66096,-7.5425673,0.0,1.9270216,-1.2824345,-7.588124,5.656542,-8.732674,0.0
39,-0.05925818160176277,2.7554874420166016,106.5100326538086,0.07364574376766797,0.3710307389411865,-88.69955448412732,-1.5673736,1.1774535,0.7601187,2.7868795,-6.6442432,16.149971,19.139624,-5.0160756,55.51077,-4.0006456,-2.054767,-7.646492,10.945305,-18.237846,-4.932466,57.495,-12.580612,-5.681709,1.3823516,1.3079767,0.36792976,9.187857,5.6617446,-7.546222,0.0,1.9303528,-1.2836158,-7.5932207,5.655837,-8.736641,0.0
40,-0.057673290371894836,2.751796245574951,106.50987243652344,0.0734697644469386,0.3722151351093599,-88.69674315201863,-1.5664924,1.1801158,0.7597457,2.786889,-6.64426,16.151611,19.148857,-5.015997,55.51122,-4.000829,-2.0548155,-7.646778,10.946306,-18.247593,-4.9328427,57.49532,-12.58039,-5.6819525,1.3826331,1.3110769,0.36679775,9.186508,5.657065,-7.545751,0.0,1.9338413,-1.2839978,-7.5963864,5.652286,-8.737297,0.0
