Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
33,1.9003655910491943,5.139268398284912,105.15882873535156,-0.9435000249669495,-3.3034417203471422,-123.5883510455053,-2.0180733,4.239472,7.8910675,21.138662,-18.65323,6.092559,33.395287,-30.186996,-4.9653563,-4.677519,-1.8273814,7.138499,-8.978595,-27.427362,54.140774,-4.7118664,42.13737,2.4546442,-13.566429,-5.503088,15.69901,32.896267,20.366123,-5.978084,0.0,1.2692969,-3.0499732,-8.397355,16.533375,-14.598193,0.0
34,1.9674721956253052,5.228259086608887,105.11186218261719,-0.9884230448106064,-3.4212298404759665,-124.23304546396167,-2.1787808,4.5071573,7.95083,21.642231,-18.453993,3.9354382,34.0175,-30.40842,-6.3283644,-4.6496277,-2.0208821,7.466442,-11.345049,-27.071991,54.271015,-5.730063,42.166348,1.7933384,-13.854467,-5.368805,15.999146,33.548283,20.810617,-6.181152,0.0,0.89213943,-3.0124676,-7.659851,17.107944,-14.740812,0.0
35,2.0536491870880127,5.308388710021973,105.06262969970703,-1.0186180265057567,-3.534302187597865,-124.89662063403618,-2.3394682,4.764967,8.0068655,22.15748,-18.247625,1.6809173,34.666817,-30.588568,-7.623412,-4.5773034,-2.1972473,7.8373795,-13.781019,-26.718683,54.348606,-6.6778336,42.041798,1.0951791,-14.162187,-5.2362123,16.279804,34.221348,21.272068,-6.3950667,0.0,0.49048978,-2.9957547,-6.896193,17.704342,-14.885046,0.0
36,2.140223979949951,5.382050037384033,105.01138305664062,-1.0271055674753322,-3.638613183342758,-125.57875193183392,-2.498009,5.0051246,8.057652,22.67563,-18.056122,-0.6450274,35.296463,-30.732782,-8.815659,-4.5066657,-2.3194494,8.247176,-16.26552,-26.362825,54.387928,-7.5533776,41.886475,0.38717958,-14.523698,-5.098986,16.537077,34.9128,21.737225,-6.614877,0.0,0.05781829,-2.9986765,-6.104468,18.336205,-15.044691,0.0
37,2.2272872924804688,5.447882175445557,104.95550537109375,-1.0152154422945479,-3.7345507534259488,-126.27686504470336,-2.6571257,5.2297907,8.103303,23.1939,-17.875982,-3.0351036,35.902695,-30.797464,-9.915898,-4.4203644,-2.3645291,8.677946,-18.790812,-26.019377,54.369164,-8.373148,41.654087,-0.3338196,-14.960689,-4.9639816,16.77614,35.61496,22.22113,-6.848396,0.0,-0.40903378,-3.0196116,-5.2854605,19.013237,-15.225552,0.0
38,2.3114092350006104,5.507386207580566,104.89559173583984,-0.985319243309753,-3.823098939283332,-126.99219561067565,-2.8166325,5.4416475,8.143884,23.716667,-17.697598,-5.488864,36.49687,-30.78738,-10.940224,-4.281254,-2.3573604,9.137432,-21.354034,-25.687311,54.282215,-9.137683,41.292213,-1.074369,-15.456739,-4.820935,16.997906,36.337517,22.706654,-7.080233,0.0,-0.9029292,-3.0515285,-4.4412665,19.723532,-15.420845,0.0
39,2.396634101867676,5.563992500305176,104.83248138427734,-0.9335322409213835,-3.9011483637131157,-127.72954961315962,-2.970057,5.634027,8.177644,24.24726,-17.536007,-7.9904766,37.06432,-30.77029,-11.871206,-4.1143904,-2.3270793,9.652577,-23.93938,-25.358774,54.142418,-9.840328,40.9236,-1.8078573,-15.977528,-4.676386,17.197754,37.082684,23.198061,-7.317387,0.0,-1.4319837,-3.098181,-3.563788,20.467161,-15.628712,0.0
40,2.487236738204956,5.61310338973999,104.79768371582031,-0.8551680211269367,-3.964948930670088,-128.49403064258772,-3.1117942,5.800566,8.202585,24.78933,-17.40615,-10.525146,37.60749,-30.800476,-12.705873,-3.9649246,-2.2965672,10.241497,-26.51503,-25.036379,53.95672,-10.488523,40.663445,-2.5101442,-16.480085,-4.703434,17.487963,37.76631,24.025291,-7.699256,0.0,-1.8800604,-3.1600857,-2.6847093,21.009634,-15.728979,0.0
41,2.5827760696411133,5.647452354431152,104.7707290649414,-0.7482660094974214,-4.009913437962435,-129.2880342509345,-3.2401042,5.937701,8.214268,25.342472,-17.312584,-13.079223,38.11503,-30.862608,-13.459225,-3.833143,-2.2316654,10.936498,-29.061384,-24.71713,53.689262,-11.100087,40.47334,-3.1603217,-16.933867,-4.720061,17.747377,38.49038,24.835756,-8.055774,0.0,-2.3365347,-3.249344,-1.7721325,21.518484,-15.809152,0.0
42,2.680406093597412,5.676337242126465,104.7437515258789,-0.615809691055291,-4.0381754481354735,-130.10867878493377,-3.3577604,6.049591,8.214484,25.904978,-17.247091,-15.649669,38.59208,-30.924702,-14.142156,-3.6934037,-2.1300461,11.713427,-31.572685,-24.407324,53.332203,-11.678557,40.29651,-3.7744503,-17.364546,-4.7367067,17.98989,39.24871,25.658993,-8.381021,0.0,-2.8295817,-3.3587384,-0.82041734,22.048105,-15.894787,0.0
