Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,AAHead_yaw,Head_pitch,Left_Shoulder_Pitch,Left_Shoulder_Roll,Left_Elbow_Pitch,Left_Elbow_Yaw,Left_Wrist_Pitch,Left_Wrist_Yaw,Left_Hand_Roll,Right_Shoulder_Pitch,Right_Shoulder_Roll,Right_Elbow_Pitch,Right_Elbow_Yaw,Right_Wrist_Pitch,Right_Wrist_Yaw,Right_Hand_Roll,Waist,Left_Hip_Pitch,Left_Hip_Roll,Left_Hip_Yaw,Left_Knee_Pitch,Left_Ankle_Pitch,Left_Ankle_Roll,Right_Hip_Pitch,Right_Hip_Roll,Right_Hip_Yaw,Right_Knee_Pitch,Right_Ankle_Pitch,Right_Ankle_Roll
22,-0.28329071402549744,2.3220460414886475,68.16596221923828,0.008001355121342894,2.163662099471308,-91.70525940563532,1.8363436,9.056027,-7.5600114,-75.14149,59.830173,-38.91164,3.0353923,7.6313057,0.60079956,-2.7404275,67.332184,52.931877,43.502476,-23.302427,-10.681925,-12.892371,1.2987052,-1.4802308,3.8012798,12.983426,10.774654,-8.450793,-5.5922365,0.14649737,-5.3685827,-24.452927,11.11476,-12.684071,7.2804675
23,-0.2972167730331421,2.3556008338928223,68.2003402709961,0.007881634982900112,2.405945503897097,-91.60188485105704,1.5905368,9.510056,-7.515569,-75.03351,59.420963,-38.880177,2.8918135,7.5447273,0.67823714,-2.6773858,67.267815,52.95379,43.602516,-23.248037,-10.681755,-12.85778,1.2859308,-1.839871,3.8002815,12.88475,10.7744055,-8.343886,-5.5682173,-0.16503997,-5.367291,-24.530989,11.120727,-12.621152,7.245886
24,-0.3141106069087982,2.3898963928222656,68.23595428466797,0.011750879053010912,2.658657768007796,-91.50981726885634,1.3180965,9.924237,-7.4561696,-74.92378,58.97965,-38.84449,2.7649763,7.446001,0.77109706,-2.6222217,67.206,52.99472,43.692238,-23.195469,-10.682921,-12.830178,1.2803673,-2.2072828,3.7963078,12.79043,10.769321,-8.233806,-5.546746,-0.49256495,-5.3678823,-24.604347,11.128315,-12.556309,7.2065067
25,-0.33039215207099915,2.4233243465423584,68.27249145507812,0.0173834247188941,2.9200117423526217,-91.4364057671304,1.000131,10.284338,-7.3771014,-74.80834,58.49073,-38.811066,2.6759803,7.3284364,0.8835433,-2.5730593,67.140396,53.067696,43.7803,-23.14862,-10.691966,-12.808936,1.2899426,-2.5866408,3.7905345,12.69968,10.766061,-8.12157,-5.526588,-0.8316797,-5.3710318,-24.673859,11.138144,-12.491502,7.165528
26,-0.3402722179889679,2.4485132694244385,68.30921936035156,0.02351750595113744,3.1910287784562907,-91.37666837087922,0.6496291,10.605834,-7.2958593,-74.702446,57.976017,-38.74885,2.5931897,7.1901774,1.0209442,-2.5362864,67.08042,53.167465,43.854046,-23.1015,-10.705529,-12.787528,1.3114771,-2.967678,3.777475,12.611517,10.761976,-8.017117,-5.5034423,-1.175222,-5.381814,-24.741919,11.149244,-12.430371,7.1320252
27,-0.3497379422187805,2.483668088912964,68.34715270996094,0.03585067811305523,3.475210290725347,-91.31804892380316,0.2973452,10.900379,-7.186552,-74.57792,57.398727,-38.710403,2.537768,7.05573,1.1427763,-2.5016015,67.00811,53.27793,43.93254,-23.064684,-10.714446,-12.777825,1.3298466,-3.377124,3.7575097,12.527086,10.759091,-7.898462,-5.4762034,-1.548796,-5.402395,-24.803751,11.16351,-12.356156,7.0944295
28,-0.3693186044692993,2.5196444988250732,68.38682556152344,0.05235101253121287,3.775659578659933,-91.24792619480554,-0.02585478,11.182788,-7.071469,-74.44922,56.80899,-38.669777,2.4576983,6.93454,1.2428555,-2.4716535,66.93363,53.372673,44.002213,-23.031954,-10.708166,-12.7840805,1.3292999,-3.8030891,3.7397122,12.44937,10.75469,-7.7758346,-5.45437,-1.9469235,-5.419057,-24.857218,11.1812315,-12.281907,7.046575
29,-0.3880390524864197,2.555635452270508,68.42810821533203,0.0779495126818298,4.094331682285492,-91.15545228109258,-0.3180207,11.45779,-6.9568925,-74.317444,56.21027,-38.62815,2.3616898,6.8378887,1.2976217,-2.4429884,66.85516,53.441074,44.062263,-23.00377,-10.679054,-12.818887,1.2969433,-4.2478385,3.7092607,12.381313,10.748933,-7.6512575,-5.426312,-2.3726776,-5.4500504,-24.899687,11.203307,-12.201513,7.001322
30,-0.41273757815361023,2.5944180488586426,68.47024536132812,0.11126016932472978,4.429108155808225,-91.04965852791554,-0.59323174,11.718476,-6.844146,-74.184494,55.598034,-38.578205,2.253145,6.754349,1.3226644,-2.4136074,66.771225,53.49241,44.118893,-22.976637,-10.635415,-12.874905,1.2438968,-4.7156196,3.675435,12.320289,10.745278,-7.520474,-5.398953,-2.8267694,-5.485919,-24.932941,11.231822,-12.117912,6.949907
31,-0.4320873022079468,2.644625186920166,68.51256561279297,0.14787716117121735,4.777374367320968,-90.94707808835288,-0.84402233,11.961294,-6.7295995,-74.04966,54.963005,-38.513073,2.1128826,6.665951,1.3472666,-2.3848748,66.68233,53.53923,44.17888,-22.948679,-10.589141,-12.9314575,1.1904026,-5.206387,3.632931,12.263339,10.738218,-7.377746,-5.36385,-3.3132098,-5.5323377,-24.959995,11.26508,-12.019257,6.8975015
