Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
33,-0.058806758373975754,2.1818830966949463,78.2828369140625,-1.1443967537931985,3.155005907436895,-91.47112036953664,-7.66248,5.08267,18.921364,16.907022,-13.160243,0.31622818,-7.788602,-1.3969485,-8.525001,16.71804,-11.882048,0.6155416,-2.7723243,0.17125285,12.075089,20.444912,30.72124,-17.099434,0.84405077,42.90449,1.2813911,6.99052,17.929468,-29.40387,18.57805,-7.472258,-25.243372,-4.4467854,-8.08645
34,-0.05579744279384613,2.1938931941986084,78.2103042602539,-1.196622104168417,3.6620910394119575,-91.52721433628196,-8.72034,5.311066,18.891848,17.947632,-13.598997,0.37699422,-8.789918,-1.3823596,-8.484211,17.553844,-12.17981,0.5147685,-2.7422435,0.24715924,11.963198,23.203749,31.609608,-15.455588,-2.5499535,41.541126,1.6436327,7.5276227,20.556469,-30.357805,16.720097,-10.369132,-24.255972,-5.3736734,-9.754801
35,-0.05735107511281967,2.227125883102417,78.12417602539062,-1.2437120791161718,4.14960883757013,-91.57800304035472,-9.814668,5.547176,18.850658,19.076118,-14.066814,0.44611558,-9.851962,-1.3817008,-8.445993,18.532766,-12.533501,0.39721906,-2.7382183,0.31371352,11.875029,25.902441,32.346645,-13.837717,-5.5344653,40.0283,1.9855434,8.212577,23.104277,-31.15071,14.837542,-12.83881,-23.32408,-6.174681,-11.447186
36,-0.049197301268577576,2.278789520263672,78.019287109375,-1.2833735483921231,4.597670644034848,-91.62987693374502,-10.930277,5.7849374,18.809727,20.318731,-14.589488,0.5249185,-10.964489,-1.4070677,-8.40254,19.681532,-12.961161,0.278946,-2.754374,0.35694203,11.8354845,28.473854,32.915714,-12.257809,-8.00048,38.53172,2.1327605,8.928126,25.530157,-31.762638,12.950359,-14.907509,-22.454239,-6.7215853,-12.891925
37,-0.03687054663896561,2.346545696258545,77.89529418945312,-1.3094002159461788,4.986453171311026,-91.68397032458215,-12.028737,6.016494,18.772745,21.645117,-15.155679,0.609016,-12.097244,-1.4609454,-8.350853,20.985283,-13.459657,0.15135382,-2.7982988,0.36005172,11.867728,30.93851,33.301228,-10.708241,-9.908327,37.031807,1.9065136,9.625883,27.82877,-32.172867,11.0434885,-16.574184,-21.639055,-6.923947,-13.876288
38,-0.013758335262537003,2.4260077476501465,77.75184631347656,-1.324639064753324,5.331459422911148,-91.73682875630384,-13.12411,6.23867,18.7351,23.050991,-15.762478,0.70596415,-13.25382,-1.5423015,-8.2905445,22.420464,-14.01676,0.017053938,-2.8655338,0.32909042,11.960056,33.33653,33.4918,-9.18976,-11.3526745,35.524467,1.4136547,10.332814,30.015541,-32.365757,9.115149,-17.83151,-20.890068,-6.88896,-14.538293
39,0.008438725024461746,2.5301260948181152,77.58170318603516,-1.3401298570412787,5.665634435714991,-91.78792649092067,-14.298062,6.484839,18.685217,24.611927,-16.432722,0.80870676,-14.49539,-1.6323352,-8.226649,24.020624,-14.6378,-0.12062318,-2.938076,0.28754616,12.091521,35.573387,33.482338,-7.737435,-12.375739,34.167934,0.9181401,11.036007,32.055138,-32.33711,7.2223535,-18.677187,-20.224403,-6.7824874,-15.134374
40,0.021355971693992615,2.6542277336120605,77.37594604492188,-1.367929134044956,6.021992659907677,-91.83720680736224,-15.608523,6.782531,18.613554,26.378574,-17.188128,0.9089301,-15.859575,-1.7117711,-8.165378,25.793266,-15.325912,-0.25594652,-2.9960275,0.26029056,12.244552,37.55447,33.273727,-6.4031844,-13.021329,33.106113,0.7038012,11.738877,33.894638,-32.094467,5.440653,-19.100384,-19.65732,-6.752292,-15.941279
41,0.032008856534957886,2.7929677963256836,77.13005828857422,-1.4092067082202728,6.378544826309103,-91.89029993818568,-17.030355,7.1293445,18.518862,28.360264,-18.04666,1.0097045,-17.331799,-1.7804562,-8.096427,27.763254,-16.09681,-0.38369724,-3.0285876,0.24679999,12.461304,39.303196,32.86476,-5.2238455,-13.321536,32.390472,0.907651,12.427313,35.58265,-31.644527,3.808042,-19.053843,-19.200829,-6.848715,-17.087734
42,0.04100336134433746,2.950286388397217,76.83575439453125,-1.458925585350858,6.728077080124297,-91.94559393574889,-18.553703,7.5152407,18.40082,30.54569,-19.000093,1.1138211,-18.905334,-1.8459607,-8.020471,29.929379,-16.949047,-0.509724,-3.0490887,0.23766194,12.745795,40.871662,32.254147,-4.194186,-13.2751255,31.9289,1.3619972,13.088854,37.15277,-30.990128,2.315272,-18.601448,-18.843056,-6.9822125,-18.40179
43,0.04761383309960365,3.126331329345703,76.4865493774414,-1.5175372472290583,7.126549919200094,-91.99183957809622,-20.24641,7.935609,18.250893,32.93214,-20.028355,1.2229408,-20.635782,-1.9159778,-7.955403,32.28164,-17.87581,-0.6294321,-3.0813253,0.2473059,13.026416,42.175903,31.450243,-3.2857847,-12.841007,31.627783,1.8889441,13.727046,38.51201,-30.1408,0.96278876,-17.876183,-18.561419,-7.0887494,-19.722149
44,0.05403050407767296,3.3024401664733887,76.08023834228516,-1.5861660803425686,7.6293522412668695,-92.01788916654097,-22.156609,8.380999,18.06209,35.50344,-21.11775,1.3373685,-22.558477,-1.9996926,-7.9182405,34.7936,-18.872295,-0.73510194,-3.150239,0.2888796,13.233124,43.116573,30.469526,-2.4586382,-11.959892,31.396898,2.306122,14.354693,39.54539,-29.112402,-0.24966565,-16.995481,-18.329357,-7.103534,-20.902008
45,0.06723528355360031,3.4864590167999268,75.59654998779297,-1.6654508496911653,8.294616658963847,-92.02671471318726,-24.398645,8.857645,17.82869,38.3423,-22.284655,1.4677217,-24.794542,-2.1049392,-7.8969507,37.5592,-19.951153,-0.81516004,-3.2709036,0.35978335,13.31487,43.712547,29.320803,-1.685904,-10.543075,31.272709,2.5612304,14.955487,40.24258,-27.91401,-1.3565154,-15.9424,-18.168724,-6.982719,-21.942394
46,0.08147541433572769,3.6842517852783203,75.02691650390625,-1.7548310983824364,9.078455958338356,-92.02289602396431,-26.922329,9.3640995,17.548115,41.438316,-23.532814,1.6110718,-27.296583,-2.2262213,-7.8879604,40.574467,-21.117083,-0.8807918,-3.4277296,0.45503032,13.324398,44.01158,28.008324,-0.9646884,-8.647151,31.266674,2.7277167,15.509687,40.66818,-26.551588,-2.3674989,-14.675924,-18.053858,-6.779281,-22.903614
47,0.09607585519552231,3.8903865814208984,74.3856201171875,-1.8517629621064502,9.883476092837084,-91.99752821308826,-29.545506,9.869529,17.225918,44.648342,-24.828346,1.7618002,-29.869286,-2.3677297,-7.9141216,43.689648,-22.353662,-0.94886553,-3.6013017,0.5825586,13.344791,43.94795,26.549448,-0.28691125,-6.419682,31.261057,2.821286,16.05024,40.79644,-25.043867,-3.2395718,-13.265503,-17.896305,-6.5694203,-23.753271
48,0.1140122041106224,4.094109535217285,73.70133972167969,-1.9529982137766222,10.611888025112691,-91.94114388158057,-32.06922,10.3392725,16.87512,47.80553,-26.12941,1.9145963,-32.30169,-2.5359707,-7.9956803,46.73108,-23.635275,-1.0321234,-3.7749808,0.7476331,13.459194,43.444904,24.973019,0.35669202,-3.9983566,31.130566,2.8674061,16.62672,40.576473,-23.421125,-3.903888,-11.770546,-17.612984,-6.4175634,-24.485233
49,0.13370585441589355,4.2736077308654785,72.98686218261719,-2.060711707871551,11.285839014647301,-91.84499735386315,-34.493416,10.77274,16.502785,50.88419,-27.43374,2.0627933,-34.57853,-2.7433789,-8.16037,49.65789,-24.98723,-1.139689,-3.9538534,0.9588516,13.619675,42.468307,23.294437,1.0044938,-1.1771537,30.534496,2.8391194,17.394997,39.994923,-21.702703,-4.325554,-10.118325,-17.013477,-6.305996,-25.218767
50,0.15728819370269775,4.4511027336120605,72.23136138916016,-2.17431276232915,11.941443556941651,-91.71606524235263,-36.90697,11.177569,16.106564,53.947987,-28.743132,2.2162206,-36.798775,-2.990132,-8.383839,52.547623,-26.398499,-1.2623297,-4.147261,1.2045864,13.800466,41.06621,21.523296,1.668947,2.0434618,29.62646,2.730214,18.29102,39.057274,-19.902266,-4.5232406,-8.295528,-16.178242,-6.1950693,-25.963148
51,0.17448396980762482,4.620662689208984,71.44931030273438,-2.287245903113649,12.501703833249389,-91.56801465513766,-39.187515,11.544425,15.684118,56.946747,-30.050371,2.3625581,-38.869946,-3.2492223,-8.615925,55.38529,-27.821106,-1.3898442,-4.343535,1.458679,14.112623,39.280155,19.69369,2.312302,5.21396,29.019054,2.6348455,19.067806,37.727455,-18.054813,-4.5259643,-6.4313736,-15.446062,-6.1116185,-26.548811
52,0.20224353671073914,4.7920331954956055,70.65889739990234,-2.3935891279716373,12.889699183819413,-91.41431563396635,-41.21631,11.847225,15.248611,59.819435,-31.339382,2.5131419,-40.70745,-3.5048878,-8.798967,58.144955,-29.187513,-1.4935817,-4.5302944,1.7004999,14.660048,37.145435,17.863213,2.8738942,7.891099,29.295933,2.6763577,19.515358,35.971756,-16.214703,-4.36575,-4.6415186,-15.146953,-6.077491,-26.814335
53,0.2432136833667755,4.963413238525391,69.86883544921875,-2.497984254943718,13.076682183477025,-91.2446321427802,-42.966396,12.07793,14.784869,62.578537,-32.637157,2.6654768,-42.291786,-3.75596,-8.928353,60.858818,-30.508295,-1.5570366,-4.7079554,1.9426818,15.478848,34.66499,16.07985,3.279367,9.965416,30.518486,3.0167356,19.493584,33.737873,-14.425823,-4.004692,-2.779066,-15.2330475,-6.1078,-26.598581
54,0.2868940234184265,5.112924575805664,69.07990264892578,-2.602250045249256,13.106466012026587,-91.0557821597571,-44.4835,12.25262,14.298723,65.25097,-33.95809,2.8080778,-43.65382,-4.006771,-9.033102,63.53032,-31.825268,-1.5953404,-4.8730373,2.1900141,16.485643,31.82982,14.374701,3.5176141,11.676683,32.324608,3.585783,19.202908,31.059683,-12.716651,-3.4310174,-0.79698294,-15.528897,-6.16802,-26.072779
