Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_pitch_joint,head_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_roll_joint,left_ankle_pitch_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_roll_joint,right_ankle_pitch_joint
21,1.853050708770752,1.6883468627929688,100.58221435546875,0.7327897545986046,-0.9033946226870292,-90.20162098758661,-5.39161,-0.121651545,12.93048,-25.360065,1.1932793,-8.669879,-4.9174943,20.329317,61.732395,-16.413269,-6.797952,-10.650622,-3.6955254,6.637469,-30.11246,55.238304,19.37894,-0.56210035,5.940432,-2.5074933,1.9601918,4.9910765,17.580263,-3.1435664,-12.680143,-2.2823095,-7.774893,-17.141275,19.898863,9.501326,-17.476149
22,2.01448917388916,1.6218698024749756,100.52983856201172,0.9404119149856429,-0.9338903395298157,-90.09071140360135,-5.533066,-0.37677804,12.907756,-25.475225,1.1678936,-8.695835,-4.977032,20.214306,61.83312,-16.302221,-6.7400985,-10.725924,-3.5782232,6.679201,-30.17383,55.10207,19.431286,-0.56392527,5.9367805,-2.4544287,1.6218027,4.919521,17.611122,-3.0322475,-12.744316,-2.5710402,-8.211251,-16.98241,20.521168,9.658778,-17.770777
23,2.1901259422302246,1.554919719696045,100.46920776367188,1.1627979411848257,-0.9804487742881809,-89.97355472440178,-5.679312,-0.655435,12.89722,-25.592188,1.1417129,-8.7317915,-5.036059,20.079369,61.93941,-16.191616,-6.6916633,-10.810553,-3.47271,6.7193904,-30.229351,54.98094,19.47301,-0.5688087,5.9458375,-2.406173,1.2612873,4.839247,17.68087,-2.9126563,-12.827516,-2.8785336,-8.681713,-16.80288,21.202852,9.829089,-18.0865
24,2.3749561309814453,1.5048819780349731,100.39570617675781,1.3900887713535035,-1.0578159700145324,-89.8478129866987,-5.8329105,-0.94959986,12.918656,-25.71071,1.1160822,-8.7822275,-5.0957274,19.923187,62.050518,-16.101698,-6.675956,-10.9015665,-3.3900044,6.7587166,-30.277958,54.874092,19.493927,-0.5593227,5.943192,-2.389984,0.8945777,4.734798,17.845446,-2.7846506,-12.948337,-3.2135057,-9.176129,-16.593493,21.968716,10.007329,-18.423601
25,2.5613982677459717,1.4593838453292847,100.31008911132812,1.6269766693936114,-1.1710516433138867,-89.7157368046676,-5.9912667,-1.2646137,12.981185,-25.834894,1.0906864,-8.850851,-5.157016,19.743412,62.170406,-16.040524,-6.6861987,-10.984804,-3.3352387,6.797671,-30.318245,54.777878,19.493742,-0.5265018,5.922674,-2.387701,0.5190703,4.6173773,18.09657,-2.6516132,-13.108786,-3.5551693,-9.693935,-16.361843,22.809278,10.193424,-18.787802
26,2.7501795291900635,1.4129832983016968,100.2481460571289,1.8760340583632253,-1.3120879976117283,-89.57783206269713,-6.1537976,-1.602605,13.076052,-25.967781,1.0654505,-8.937857,-5.2209983,19.537521,62.29973,-16.00068,-6.7172184,-11.0640335,-3.3063378,6.8368173,-30.349152,54.691765,19.476128,-0.47737038,5.8929987,-2.1994362,0.118389316,4.594363,18.10023,-2.5146358,-13.1552515,-4.210481,-10.297546,-15.883539,24.150135,10.39434,-19.36693
27,2.9539175033569336,1.3640693426132202,100.1932144165039,2.1283126515903645,-1.4751376614845537,-89.43063308674043,-6.273351,-1.9437573,13.242094,-26.246891,0.99863124,-9.068425,-5.337284,19.09878,62.47917,-16.08018,-6.9002094,-11.099694,-3.3022277,6.9077,-30.396605,54.530132,19.445644,-0.39924785,5.82642,-1.9404682,-0.29595602,4.5996366,18.029837,-2.3687553,-13.168814,-4.9047017,-10.916898,-15.368193,25.570831,10.61441,-19.909546
28,3.1511354446411133,1.3139716386795044,100.14220428466797,2.3573054554490422,-1.6571752432625733,-89.26736104761106,-6.4021893,-2.2680664,13.415449,-26.431501,0.9402532,-9.168085,-5.448689,18.644743,62.61262,-16.186611,-7.137631,-11.203394,-3.347301,6.9748397,-30.437138,54.438534,19.382444,-0.35050082,5.7411947,-1.6656376,-0.68187314,4.5955033,17.965115,-2.225955,-13.184095,-5.6482806,-11.525984,-14.833792,27.083952,10.851495,-20.322145
29,3.3431756496429443,1.273300290107727,100.09603881835938,2.56352013649344,-1.8617854392016469,-89.08556909470553,-6.4892335,-2.5652573,13.643517,-26.645336,0.83482546,-9.248851,-5.6048274,17.970161,62.73572,-16.429125,-7.558117,-11.32811,-3.452187,7.0689197,-30.501728,54.33792,19.262316,-0.31786734,5.5954814,-1.3794563,-1.0418614,4.576711,17.909838,-2.0819676,-13.198449,-6.4672227,-12.1356535,-14.266807,28.73631,11.109463,-20.505535
30,3.5393006801605225,1.2200225591659546,100.0541000366211,2.754573561945106,-2.0894772511839146,-88.88851024726364,-6.596395,-2.865703,13.879962,-26.785563,0.7517197,-9.319292,-5.7497973,17.32139,62.858925,-16.665047,-8.057729,-11.53842,-3.5925465,7.155552,-30.574661,54.28919,19.07592,-0.29274338,5.442165,-1.051635,-1.3891777,4.562005,17.835497,-1.934267,-13.209231,-7.3614817,-12.755037,-13.668584,30.525831,11.383977,-20.358925
